,Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history
1028,Tom Cannon,669366,€10.00m,"May 27, 2025","Dec 28, 2002",22,1.8,Ireland,"['Ireland', 'England']",Centre-Forward,,Sheff Utd,,,"Jan 23, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1029,Gianluca Frabotta,386755,€1.20m,"May 27, 2025","Jun 24, 1999",26,1.87,Italy,['Italy'],Left-Back,"               0
0  Left Midfield
1    Centre-Back",Cesena,,,"Aug 12, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1030,Harvey Blair,707164,€300k,"May 27, 2025","Sep 14, 2003",22,,England,[],Right Winger,,Portsmouth,,,"Aug 23, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1031,Harry Pickering,426412,€2.60m,"Oct 6, 2025","Dec 29, 1998",26,1.73,England,['England'],Left-Back,"               0
0  Left Midfield",Blackburn,,,"Feb 1, 2021","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1032,Tony Springett,570864,€500k,"May 27, 2025","Sep 22, 2002",23,1.74,Ireland,[],Right Winger,,Norwich,,,"Jul 1, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1033,Ben Killip,244970,€150k,"Oct 6, 2025","Nov 24, 1995",29,1.88,England,[],Goalkeeper,,Portsmouth,,,"Feb 3, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1034,Kit Margetson,1028958,€75k,"Sep 5, 2025","Jul 10, 2006",19,,Wales,['Wales'],Goalkeeper,,Connah's Quay,,,"Jul 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1035,Matt Grimes,265471,€4.50m,"Oct 6, 2025","Jul 15, 1995",30,1.78,England,[],Defensive Midfield,,Coventry,,,"Jan 31, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1036,Onel Hernández,109751,€500k,"May 27, 2025","Feb 1, 1993",32,1.72,Cuba,"['Germany', 'Cuba']",Left Winger,"                0
0    Right Winger
1  Second Striker",Charlton,,,"Sep 29, 2025","Dec 31, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1037,Sydie Peck,745851,€10.00m,"Oct 6, 2025","Sep 13, 2004",21,1.73,England,['England'],Central Midfield,"                    0
0  Defensive Midfield",Sheff Utd,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1038,Akin Famewo,425713,€800k,"May 27, 2025","Nov 9, 1998",27,1.88,England,[],Centre-Back,,Hull City,,,"Jul 29, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1039,Stefán Teitur Thórdarson,422721,€1.80m,"May 27, 2025","Oct 16, 1998",27,1.89,Iceland,[],Central Midfield,,Preston,,,"Jul 9, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1040,Finn Azaz,480723,€16.00m,"May 27, 2025","Sep 7, 2000",25,1.85,Ireland,[],Attacking Midfield,,Southampton,,,"Aug 29, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1041,Nicolas Madsen,464599,€3.50m,"May 27, 2025","Mar 17, 2000",25,1.92,Denmark,[],Central Midfield,,QPR,,,"Aug 23, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1042,Harry Clout,1300089,,,"Aug 30, 2006",19,,England,['England'],Attacking Midfield,,Welling Utd.,,,"Oct 24, 2025","Jan 3, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1043,Olutayo Singerr,1354020,,,"Sep 22, 2007",18,,England,['England'],Centre-Forward,,Moneyfields FC,,,"Aug 29, 2025","Jan 2, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1044,Ryan Giles,504581,€4.50m,"May 27, 2025","Jan 26, 2000",25,1.83,England,['England'],Left-Back,"               0
0  Left Midfield
1    Left Winger",Hull City,,,"Jul 1, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1045,Jai-Dea Moulton,1350415,,,"Jan 29, 2008",17,,England,['England'],Defensive Midfield,,Watford U18,,,"Jul 1, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1046,Nahki Wells,173483,€300k,"May 27, 2025","Jun 1, 1990",35,1.7,Bermuda,[],Centre-Forward,,Luton,,,"Jul 10, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1047,Ryan Porteous,446093,€2.50m,"Sep 12, 2025","Mar 25, 1999",26,1.88,Scotland,[],Centre-Back,,LAFC,,,"Aug 4, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1048,Daniel James,319301,€16.00m,"Oct 17, 2025","Nov 10, 1997",28,1.71,Wales,"['Wales', 'England']",Right Winger,"                0
0     Left Winger
1  Right Midfield",Leeds,,,"Aug 31, 2021","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1049,Alfie Tuck,1005850,,,"May 9, 2006",19,,Wales,['Wales'],Central Midfield,,QPR U21,,,"Jul 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1050,Pierre Ekwah,538994,€5.00m,"Oct 13, 2025","Jan 15, 2002",23,1.89,France,[],Defensive Midfield,,Saint-Étienne,,,"Aug 14, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1051,Jacob Wright,983702,€2.50m,"Oct 6, 2025","Sep 21, 2005",20,1.78,England,[],Defensive Midfield,,Norwich,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1052,Isaac Greenup,1240351,,,,,,England,['England'],Central Midfield,,Boro U18,,,"Jul 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1053,Zan Vipotnik,506942,€3.00m,"Oct 6, 2025","Mar 18, 2002",23,1.85,Slovenia,['Slovenia'],Centre-Forward,,Swansea,,,"Aug 1, 2024","Jul 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1054,Mike Tresor,381963,€5.00m,"May 27, 2025","May 28, 1999",26,1.72,Belgium,[],Attacking Midfield,,Burnley,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1055,Sam Chambers,980343,€200k,"May 27, 2025","Aug 18, 2007",18,1.76,Scotland,[],Attacking Midfield,,Leeds,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1056,Hjalmar Ekdal,392179,€4.50m,"May 28, 2025","Oct 21, 1998",27,1.87,Sweden,[],Centre-Back,,Burnley,,,"Jan 21, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1057,Yakou Méïté,289433,€1.20m,"May 27, 2025","Feb 11, 1996",29,1.85,Cote d'Ivoire,[],Centre-Forward,,Damac FC,,,"Aug 27, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1058,George Saville,141573,€800k,"May 27, 2025","Jun 1, 1993",32,1.76,Northern Ireland,"['Northern Ireland', 'England']",Central Midfield,"                    0
0  Defensive Midfield
1       Left Midfield",Luton,,,"Jul 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1059,Rob Atkinson,531783,€1.50m,"Oct 6, 2025","Jul 13, 1998",27,1.93,England,['England'],Centre-Back,"           0
0  Left-Back",Bristol City,,,"Jul 3, 2021","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1060,Patrick Bamford,183334,€1.50m,"Oct 21, 2025","Sep 5, 1993",32,1.85,England,"['Ireland', 'England']",Centre-Forward,"              0
0   Left Winger
1  Right Winger",Sheff Utd,,,"Nov 13, 2025","Dec 31, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1061,Christian Fassnacht,250490,€2.00m,"Jun 10, 2025","Nov 11, 1993",32,1.85,Switzerland,[],Attacking Midfield,,Young Boys,,,"Jan 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1062,Sheldon Kendall,1212561,,,"Dec 31, 2007",17,,England,['England'],Right Winger,,Millwall U21,,,"Jan 10, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1063,Dan Neil,570336,€7.50m,"May 27, 2025","Dec 13, 2001",23,1.85,England,[],Central Midfield,,Sunderland,,,"Jul 1, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1064,Perry Ng,322677,€3.00m,"May 27, 2025","Jun 24, 1996",29,1.8,England,[],Right-Back,,Cardiff,,,"Jan 19, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1065,George Tanner,420811,€2.50m,"May 27, 2025","Nov 16, 1999",26,1.81,England,[],Right-Back,,Bristol City,,,"Aug 30, 2021","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1066,David Cornell,89648,€100k,"May 27, 2025","Mar 28, 1991",34,1.86,Wales,[],Goalkeeper,,Preston,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1067,Borja Sainz,634461,€20.00m,"Sep 30, 2025","Feb 21, 2001",24,1.74,Spain,['Spain'],Left Winger,"              0
0  Right Winger",Porto,,,"Jul 13, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1068,Nathaniel Méndez-Laing,125409,€300k,"May 27, 2025","Apr 15, 1992",33,1.78,Guatemala,"['Guatemala', 'England']",Right Winger,"                0
0     Left Winger
1  Centre-Forward",MK Dons,,,"Jul 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1069,Ken Aboh,845326,€75k,"Jun 30, 2025","Nov 9, 2004",21,1.75,England,[],Centre-Forward,,Boston Utd,,,"Nov 4, 2025","Dec 2, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1070,Ethan Horvath,242284,€1.20m,"May 27, 2025","Jun 9, 1995",30,1.95,United States,[],Goalkeeper,,Sheff Wed,,,"Aug 22, 2025","Jan 2, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1071,Christian Saydee,655835,€400k,"May 27, 2025","May 10, 2002",23,1.84,England,"['Liberia', 'England']",Centre-Forward,"                0
0  Second Striker",Wigan,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1072,Ben Stevenson,375044,€175k,"Jun 18, 2025","Mar 23, 1997",28,1.82,England,['England'],Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Cheltenham,,,"Oct 4, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1073,Duncan Watmore,248045,€500k,"Oct 21, 2025","Mar 8, 1994",31,1.75,England,[],Right Winger,,Without Club,Millwall,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1074,Jonathan Bond,130768,€500k,"Jun 5, 2025","May 19, 1993",32,1.93,England,[],Goalkeeper,,Houston,,,"Apr 11, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1075,Mamadou Doumbia,1101539,€600k,"Oct 6, 2025","Feb 18, 2006",19,1.92,Mali,[],Centre-Forward,,Watford,,,"Jul 1, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1076,Taylan Harris,985717,,,"Oct 30, 2005",20,1.81,England,"['Türkiye', 'England']",Centre-Forward,,Tranmere,,,"Jul 23, 2025","Jan 1, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1077,Paul Nardi,189744,€1.80m,"May 27, 2025","May 18, 1994",31,1.88,France,['France'],Goalkeeper,,QPR,,,"Jul 1, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1078,Owen Dodgson,686839,€300k,"Jun 18, 2025","Mar 19, 2003",22,1.78,England,[],Left-Back,,Stockport,,,"Jul 31, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1079,Kévin Keben,855014,€1.20m,"Oct 6, 2025","Jan 26, 2004",21,1.87,Cameroon,['Cameroon'],Centre-Back,"            0
0  Right-Back",Watford,,,"Aug 29, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1080,Brad Collins,258914,€1.00m,"May 27, 2025","Feb 18, 1997",28,1.84,England,['England'],Goalkeeper,,Burton Albion,,,"Aug 29, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1081,Jack Colback,61644,€100k,"Oct 21, 2025","Oct 24, 1989",36,1.77,England,['England'],Defensive Midfield,"                  0
0  Central Midfield
1         Left-Back",Without Club,QPR,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1082,Edo Kayembe,486477,€4.00m,"May 27, 2025","Jun 3, 1998",27,1.83,DR Congo,['DR Congo'],Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Watford,,,"Jan 7, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1083,Adam Randell,633463,€2.50m,"Oct 6, 2025","Oct 1, 2000",25,1.75,England,[],Defensive Midfield,,Bristol City,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1084,Josh Sargent,393325,€20.00m,"Oct 6, 2025","Feb 20, 2000",25,1.85,United States,['United States'],Centre-Forward,,Norwich,,,"Aug 9, 2021","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1085,Fenton Heard,846522,,,"Oct 1, 2004",21,1.71,England,['England'],Attacking Midfield,"                0
0   Left Midfield
1  Right Midfield",Rushall,,,"Aug 8, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1086,Niall Ennis,369171,€750k,"Jun 18, 2025","May 20, 1999",26,1.78,England,"['Jamaica', 'England']",Centre-Forward,"             0
0  Left Winger",Blackpool,,,"Jul 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1087,Niall Huggins,559801,€800k,"May 27, 2025","Dec 18, 2000",24,1.73,Wales,"['Wales', 'England']",Right-Back,"           0
0  Left-Back",Wycombe,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1088,Elliott Moore,341993,€450k,"Oct 21, 2025","Mar 16, 1997",28,1.96,England,['England'],Centre-Back,,Without Club,Oxford United,"Sep 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1089,Luke Cundle,532541,€3.20m,"May 27, 2025","Apr 26, 2002",23,1.71,England,[],Central Midfield,,Millwall,,,"Jan 31, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1090,Jenson Seelt,617755,€2.00m,"May 27, 2025","May 23, 2003",22,1.95,Netherlands,"['Indonesia', 'Netherlands']",Centre-Back,,Wolfsburg,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1091,Luke McNally,535927,€3.50m,"May 27, 2025","Sep 20, 1999",26,1.93,Ireland,[],Centre-Back,,Bristol City,,,"Aug 30, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1092,Chiedozie Ogbene,392591,€7.00m,"May 30, 2025","May 1, 1997",28,1.81,Ireland,"['Nigeria', 'Ireland']",Right Winger,"                    0
0  Attacking Midfield
1         Left Winger",Sheff Utd,,,"Sep 1, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1093,Charlie Hughes,746357,€3.50m,"May 27, 2025","Oct 16, 2003",22,1.85,England,[],Centre-Back,,Hull City,,,"Aug 16, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1094,Luke O'Nien,282939,€1.50m,"May 27, 2025","Nov 21, 1994",31,1.74,England,['England'],Centre-Back,"                    0
0          Right-Back
1  Defensive Midfield",Sunderland,,,"Jul 30, 2018","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1095,Amario Cozier-Duberry,878150,€2.00m,"May 27, 2025","May 29, 2005",20,1.7,England,"['Montserrat', 'England']",Right Winger,"                0
0     Left Winger
1  Right Midfield",Bolton,,,"Jul 5, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1096,Stanley Mills,801005,€600k,"Oct 6, 2025","Oct 25, 2003",22,1.8,England,['England'],Right Winger,"                0
0  Right Midfield",Oxford United,,,"Jan 31, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1097,Largie Ramazani,518644,€7.50m,"May 27, 2025","Feb 27, 2001",24,1.68,Belgium,"['Belgium', 'Burundi']",Left Winger,"                0
0    Right Winger
1  Centre-Forward",Valencia,,,"Aug 28, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1098,Tom Watson,933018,€10.00m,"Oct 17, 2025","Apr 8, 2006",19,1.9,England,['England'],Left Winger,"                0
0    Right Winger
1  Centre-Forward",Brighton,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1099,Tahith Chong,344830,€5.00m,"May 27, 2025","Dec 4, 1999",25,1.85,Curacao,"['Curacao', 'Netherlands Antilles', 'Netherlands']",Attacking Midfield,"              0
0   Left Winger
1  Right Winger",Sheff Utd,,,"Aug 29, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1100,Joe Rankin-Costello,411229,€1.20m,"Oct 6, 2025","Jul 26, 1999",26,1.83,England,[],Right-Back,,Charlton,,,"Jul 11, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1101,Darko Gyabi,663264,€1.80m,"May 27, 2025","Feb 18, 2004",21,1.96,England,[],Central Midfield,,Hull City,,,"Sep 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1102,Tom Davies,314210,€3.50m,"Oct 6, 2025","Jun 30, 1998",27,1.8,England,['England'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Sheff Utd,,,"Aug 16, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1103,Josh Maja,453824,€10.00m,"May 27, 2025","Dec 27, 1998",26,1.81,Nigeria,[],Centre-Forward,,West Brom,,,"Aug 1, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1104,Myles Roberts,531489,€250k,"Jun 18, 2025","Dec 9, 2001",23,1.93,England,[],Goalkeeper,,Walsall,,,"Jul 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1105,Mallik Wilks,477704,€750k,"Oct 8, 2025","Dec 15, 1998",26,1.83,England,['England'],Right Winger,"                0
0  Centre-Forward
1     Left Winger",Pendikspor,,,"Jul 9, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1106,Harry Gray,1108476,€500k,"May 27, 2025","Oct 8, 2008",17,1.81,England,[],Centre-Forward,,Leeds U21,,,"Jul 1, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1107,Chris Willock,314341,€1.60m,"May 27, 2025","Jan 31, 1998",27,1.78,England,[],Left Winger,,Cardiff,,,"Jul 12, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1108,Matt Richards,867701,,,"Oct 7, 2004",21,,England,['England'],Defensive Midfield,"                  0
0  Central Midfield
1       Centre-Back",Hereford,,,"Aug 6, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1109,Ante Crnac,580635,€8.00m,"May 27, 2025","Dec 17, 2003",21,1.9,Croatia,[],Centre-Forward,,Norwich,,,"Aug 22, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1110,Josh Tymon,419929,€3.50m,"May 27, 2025","May 22, 1999",26,1.8,England,['England'],Left-Back,"               0
0  Left Midfield",Swansea,,,"Sep 1, 2023","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1111,Emmerson Sutton,1225600,,,"Dec 28, 2006",18,,England,['England'],Left Winger,"                0
0    Right Winger
1  Centre-Forward",Morecambe FC,,,"Sep 17, 2025","Jan 2, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1112,Ben Killip,244970,€150k,"Oct 6, 2025","Nov 24, 1995",29,1.88,England,['England'],Goalkeeper,,Portsmouth,,,"Feb 3, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1113,Teden Mengi,548470,€5.50m,"May 27, 2025","Apr 30, 2002",23,1.86,England,[],Centre-Back,,Luton,,,"Aug 31, 2023",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1114,Niall Ennis,369171,€750k,"Jun 18, 2025","May 20, 1999",26,1.78,England,[],Centre-Forward,,Blackpool,,,"Jul 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1115,Callum Perry,965919,,,"Oct 5, 2005",20,,England,['England'],Centre-Back,"                    0
0           Left-Back
1  Defensive Midfield",Coventry U21,,,"Jul 1, 2023",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1116,Lorent Talla,943115,,,"Jan 1, 2005",20,1.78,Kosovo,"['Kosovo', 'Albania']",Attacking Midfield,"                  0
0  Central Midfield",Rio Ave U23,,,"Sep 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1117,Rúben Rodrigues,531674,€500k,"May 27, 2025","Aug 2, 1996",29,1.81,Portugal,[],Attacking Midfield,,EC Vitória,,,"Jul 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
